Date,Relative Humidity (%),District
2006-12-13,45.5,JRASULOV
2006-12-14,52.44,JRASULOV
2006-12-15,66.94,JRASULOV
2006-12-16,83.44,JRASULOV
2006-12-17,69.31,JRASULOV
2006-12-18,45.19,JRASULOV
2006-12-19,44.31,JRASULOV
2006-12-20,60.44,JRASULOV
2006-12-21,48.62,JRASULOV
2006-12-22,57.62,JRASULOV
2006-12-23,65.19,JRASULOV
2006-12-24,85.12,JRASULOV
2006-12-25,92.31,JRASULOV
2006-12-26,57.69,JRASULOV
2006-12-27,42.0,JRASULOV
2006-12-28,41.0,JRASULOV
2006-12-29,72.25,JRASULOV
2006-12-30,80.81,JRASULOV
2006-12-31,64.69,JRASULOV
2007-01-01,80.19,JRASULOV
2007-01-02,83.56,JRASULOV
2007-01-03,58.56,JRASULOV
2007-01-04,43.25,JRASULOV
2007-01-05,38.75,JRASULOV
2007-01-06,30.94,JRASULOV
2007-01-07,34.12,JRASULOV
2007-01-08,59.56,JRASULOV
2007-01-09,85.81,JRASULOV
2007-01-10,78.81,JRASULOV
2007-01-11,81.06,JRASULOV
2007-01-12,86.06,JRASULOV
2007-01-13,69.38,JRASULOV
2007-01-14,43.38,JRASULOV
2007-01-15,69.44,JRASULOV
2007-01-16,87.81,JRASULOV
2007-01-17,51.81,JRASULOV
2007-01-18,88.94,JRASULOV
2007-01-19,68.75,JRASULOV
2007-01-20,35.62,JRASULOV
2007-01-21,32.19,JRASULOV
2007-01-22,36.06,JRASULOV
2007-01-23,59.06,JRASULOV
2007-01-24,72.81,JRASULOV
2007-01-25,43.06,JRASULOV
2007-01-26,37.19,JRASULOV
2007-01-27,31.12,JRASULOV
2007-01-28,30.31,JRASULOV
2007-01-29,37.12,JRASULOV
2007-01-30,38.69,JRASULOV
2007-01-31,38.69,JRASULOV
2007-02-01,58.44,JRASULOV
2007-02-02,82.75,JRASULOV
2007-02-03,58.69,JRASULOV
2007-02-04,55.12,JRASULOV
2007-02-05,46.88,JRASULOV
2007-02-06,79.12,JRASULOV
2007-02-07,52.12,JRASULOV
2007-02-08,52.19,JRASULOV
2007-02-09,76.94,JRASULOV
2007-02-10,89.88,JRASULOV
2007-02-11,86.75,JRASULOV
2007-02-12,85.06,JRASULOV
2007-02-13,65.44,JRASULOV
2007-02-14,53.19,JRASULOV
2007-02-15,52.19,JRASULOV
2007-02-16,51.25,JRASULOV
2007-02-17,63.31,JRASULOV
2007-02-18,75.5,JRASULOV
2007-02-19,88.88,JRASULOV
2007-02-20,49.56,JRASULOV
2007-02-21,66.69,JRASULOV
2007-02-22,46.31,JRASULOV
2007-02-23,49.69,JRASULOV
2007-02-24,66.88,JRASULOV
2007-02-25,59.31,JRASULOV
2007-02-26,89.38,JRASULOV
2007-02-27,80.38,JRASULOV
2007-02-28,66.75,JRASULOV
2007-03-01,67.88,JRASULOV
2007-03-02,53.44,JRASULOV
2007-03-03,50.5,JRASULOV
2007-03-04,55.62,JRASULOV
2007-03-05,49.19,JRASULOV
2007-03-06,49.06,JRASULOV
2007-03-07,45.31,JRASULOV
2007-03-08,47.31,JRASULOV
2007-03-09,84.38,JRASULOV
2007-03-10,67.44,JRASULOV
2007-03-11,58.19,JRASULOV
2007-03-12,54.19,JRASULOV
2007-03-13,46.62,JRASULOV
2007-03-14,41.56,JRASULOV
2007-03-15,40.88,JRASULOV
2007-03-16,47.25,JRASULOV
2007-03-17,65.12,JRASULOV
2007-03-18,65.56,JRASULOV
2007-03-19,71.44,JRASULOV
2007-03-20,68.75,JRASULOV
2007-03-21,58.88,JRASULOV
2007-03-22,58.25,JRASULOV
2007-03-23,47.69,JRASULOV
2007-03-24,59.88,JRASULOV
2007-03-25,56.38,JRASULOV
2007-03-26,67.81,JRASULOV
2007-03-27,84.44,JRASULOV
2007-03-28,82.69,JRASULOV
2007-03-29,81.38,JRASULOV
2007-03-30,86.19,JRASULOV
2007-03-31,81.19,JRASULOV
2007-04-01,88.5,JRASULOV
2007-04-02,57.44,JRASULOV
2007-04-03,54.06,JRASULOV
2007-04-04,62.62,JRASULOV
2007-04-05,60.19,JRASULOV
2007-04-06,71.69,JRASULOV
2007-04-07,52.88,JRASULOV
2007-04-08,56.38,JRASULOV
2007-04-09,72.5,JRASULOV
2007-04-10,58.75,JRASULOV
2007-04-11,59.69,JRASULOV
2007-04-12,50.25,JRASULOV
2007-04-13,49.62,JRASULOV
2007-04-14,71.56,JRASULOV
2007-04-15,49.81,JRASULOV
2007-04-16,58.38,JRASULOV
2007-04-17,78.44,JRASULOV
2007-04-18,61.25,JRASULOV
2007-04-19,50.62,JRASULOV
2007-04-20,37.62,JRASULOV
2007-04-21,65.0,JRASULOV
2007-04-22,74.94,JRASULOV
2007-04-23,62.94,JRASULOV
2007-04-24,58.69,JRASULOV
2007-04-25,47.12,JRASULOV
2007-04-26,40.5,JRASULOV
2007-04-27,69.31,JRASULOV
2007-04-28,66.88,JRASULOV
2007-04-29,60.38,JRASULOV
2007-04-30,72.31,JRASULOV
2007-05-01,46.5,JRASULOV
2007-05-02,63.25,JRASULOV
2007-05-03,63.31,JRASULOV
2007-05-04,57.12,JRASULOV
2007-05-05,47.5,JRASULOV
2007-05-06,67.75,JRASULOV
2007-05-07,61.31,JRASULOV
2007-05-08,53.94,JRASULOV
2007-05-09,41.12,JRASULOV
2007-05-10,33.25,JRASULOV
2007-05-11,32.38,JRASULOV
2007-05-12,45.81,JRASULOV
2007-05-13,65.06,JRASULOV
2007-05-14,46.81,JRASULOV
2007-05-15,48.0,JRASULOV
2007-05-16,78.69,JRASULOV
2007-05-17,80.56,JRASULOV
2007-05-18,63.19,JRASULOV
2007-05-19,69.06,JRASULOV
2007-05-20,59.0,JRASULOV
2007-05-21,48.81,JRASULOV
2007-05-22,44.38,JRASULOV
2007-05-23,43.44,JRASULOV
2007-05-24,44.12,JRASULOV
2007-05-25,41.38,JRASULOV
2007-05-26,46.5,JRASULOV
2007-05-27,42.56,JRASULOV
2007-05-28,43.31,JRASULOV
2007-05-29,39.19,JRASULOV
2007-05-30,40.69,JRASULOV
2007-05-31,34.5,JRASULOV
2007-06-01,30.56,JRASULOV
2007-06-02,28.25,JRASULOV
2007-06-03,39.75,JRASULOV
2007-06-04,42.88,JRASULOV
2007-06-05,42.5,JRASULOV
2007-06-06,40.38,JRASULOV
2007-06-07,36.5,JRASULOV
2007-06-08,36.56,JRASULOV
2007-06-09,26.19,JRASULOV
2007-06-10,24.31,JRASULOV
2007-06-11,29.0,JRASULOV
2007-06-12,29.25,JRASULOV
2007-06-13,24.62,JRASULOV
2007-06-14,22.75,JRASULOV
2007-06-15,24.12,JRASULOV
2007-06-16,21.31,JRASULOV
2007-06-17,18.31,JRASULOV
2007-06-18,18.88,JRASULOV
2007-06-19,16.81,JRASULOV
2007-06-20,16.62,JRASULOV
2007-06-21,16.38,JRASULOV
2007-06-22,14.38,JRASULOV
2007-06-23,16.81,JRASULOV
2007-06-24,34.44,JRASULOV
2007-06-25,21.88,JRASULOV
2007-06-26,17.69,JRASULOV
2007-06-27,16.62,JRASULOV
2007-06-28,26.44,JRASULOV
2007-06-29,26.69,JRASULOV
2007-06-30,23.19,JRASULOV
2007-07-01,22.94,JRASULOV
2007-07-02,20.75,JRASULOV
2007-07-03,18.56,JRASULOV
2007-07-04,18.88,JRASULOV
2007-07-05,28.06,JRASULOV
2007-07-06,32.75,JRASULOV
2007-07-07,30.31,JRASULOV
2007-07-08,26.12,JRASULOV
2007-07-09,25.38,JRASULOV
2007-07-10,26.44,JRASULOV
2007-07-11,30.62,JRASULOV
2007-07-12,34.62,JRASULOV
2007-07-13,23.19,JRASULOV
2007-07-14,23.88,JRASULOV
2007-07-15,28.31,JRASULOV
2007-07-16,31.31,JRASULOV
2007-07-17,29.25,JRASULOV
2007-07-18,22.38,JRASULOV
2007-07-19,14.56,JRASULOV
2007-07-20,24.44,JRASULOV
2007-07-21,27.56,JRASULOV
2007-07-22,22.75,JRASULOV
2007-07-23,25.0,JRASULOV
2007-07-24,24.12,JRASULOV
2007-07-25,30.19,JRASULOV
2007-07-26,29.94,JRASULOV
2007-07-27,26.81,JRASULOV
2007-07-28,16.38,JRASULOV
2007-07-29,12.38,JRASULOV
2007-07-30,14.81,JRASULOV
2007-07-31,19.12,JRASULOV
2007-08-01,20.19,JRASULOV
2007-08-02,24.75,JRASULOV
2007-08-03,33.5,JRASULOV
2007-08-04,26.31,JRASULOV
2007-08-05,21.75,JRASULOV
2007-08-06,20.62,JRASULOV
2007-08-07,22.0,JRASULOV
2007-08-08,23.0,JRASULOV
2007-08-09,19.69,JRASULOV
2007-08-10,17.44,JRASULOV
2007-08-11,25.75,JRASULOV
2007-08-12,30.5,JRASULOV
2007-08-13,22.31,JRASULOV
2007-08-14,17.69,JRASULOV
2007-08-15,18.94,JRASULOV
2007-08-16,16.75,JRASULOV
2007-08-17,15.12,JRASULOV
2007-08-18,15.5,JRASULOV
2007-08-19,15.12,JRASULOV
2007-08-20,14.94,JRASULOV
2007-08-21,15.88,JRASULOV
2007-08-22,14.75,JRASULOV
2007-08-23,15.69,JRASULOV
2007-08-24,18.12,JRASULOV
2007-08-25,19.88,JRASULOV
2007-08-26,20.0,JRASULOV
2007-08-27,17.0,JRASULOV
2007-08-28,15.69,JRASULOV
2007-08-29,14.88,JRASULOV
2007-08-30,15.56,JRASULOV
2007-08-31,15.69,JRASULOV
2007-09-01,16.12,JRASULOV
2007-09-02,18.31,JRASULOV
2007-09-03,23.44,JRASULOV
2007-09-04,29.0,JRASULOV
2007-09-05,25.5,JRASULOV
2007-09-06,23.5,JRASULOV
2007-09-07,21.12,JRASULOV
2007-09-08,15.31,JRASULOV
2007-09-09,14.88,JRASULOV
2007-09-10,13.38,JRASULOV
2007-09-11,12.5,JRASULOV
2007-09-12,12.56,JRASULOV
2007-09-13,13.69,JRASULOV
2007-09-14,17.31,JRASULOV
2007-09-15,14.31,JRASULOV
2007-09-16,15.0,JRASULOV
2007-09-17,14.62,JRASULOV
2007-09-18,13.94,JRASULOV
2007-09-19,28.69,JRASULOV
2007-09-20,34.88,JRASULOV
2007-09-21,29.38,JRASULOV
2007-09-22,37.19,JRASULOV
2007-09-23,31.5,JRASULOV
2007-09-24,20.5,JRASULOV
2007-09-25,16.69,JRASULOV
2007-09-26,16.38,JRASULOV
2007-09-27,24.88,JRASULOV
2007-09-28,31.06,JRASULOV
2007-09-29,24.81,JRASULOV
2007-09-30,19.94,JRASULOV
2007-10-01,22.0,JRASULOV
2007-10-02,34.94,JRASULOV
2007-10-03,39.94,JRASULOV
2007-10-04,24.69,JRASULOV
2007-10-05,20.56,JRASULOV
2007-10-06,23.75,JRASULOV
2007-10-07,24.38,JRASULOV
2007-10-08,23.12,JRASULOV
2007-10-09,22.88,JRASULOV
2007-10-10,22.94,JRASULOV
2007-10-11,21.88,JRASULOV
2007-10-12,19.31,JRASULOV
2007-10-13,14.56,JRASULOV
2007-10-14,13.62,JRASULOV
2007-10-15,12.5,JRASULOV
2007-10-16,14.62,JRASULOV
2007-10-17,15.38,JRASULOV
2007-10-18,11.75,JRASULOV
2007-10-19,56.69,JRASULOV
2007-10-20,51.19,JRASULOV
2007-10-21,34.75,JRASULOV
2007-10-22,20.94,JRASULOV
2007-10-23,21.56,JRASULOV
2007-10-24,36.44,JRASULOV
2007-10-25,42.31,JRASULOV
2007-10-26,37.62,JRASULOV
2007-10-27,32.19,JRASULOV
2007-10-28,23.19,JRASULOV
2007-10-29,20.88,JRASULOV
2007-10-30,16.31,JRASULOV
2007-10-31,13.44,JRASULOV
2007-11-01,9.75,JRASULOV
2007-11-02,10.62,JRASULOV
2007-11-03,12.56,JRASULOV
2007-11-04,11.0,JRASULOV
2007-11-05,37.12,JRASULOV
2007-11-06,20.81,JRASULOV
2007-11-07,19.12,JRASULOV
2007-11-08,29.56,JRASULOV
2007-11-09,54.06,JRASULOV
2007-11-10,25.88,JRASULOV
2007-11-11,31.56,JRASULOV
2007-11-12,29.31,JRASULOV
2007-11-13,28.75,JRASULOV
2007-11-14,40.25,JRASULOV
2007-11-15,25.31,JRASULOV
2007-11-16,22.56,JRASULOV
2007-11-17,22.06,JRASULOV
2007-11-18,13.31,JRASULOV
2007-11-19,11.56,JRASULOV
2007-11-20,48.69,JRASULOV
2007-11-21,35.5,JRASULOV
2007-11-22,36.0,JRASULOV
2007-11-23,78.31,JRASULOV
2007-11-24,83.31,JRASULOV
2007-11-25,65.44,JRASULOV
2007-11-26,62.81,JRASULOV
2007-11-27,62.31,JRASULOV
2007-11-28,71.75,JRASULOV
2007-11-29,44.94,JRASULOV
2007-11-30,62.62,JRASULOV
2007-12-01,77.69,JRASULOV
2007-12-02,50.69,JRASULOV
2007-12-03,36.25,JRASULOV
2007-12-04,52.5,JRASULOV
2007-12-05,77.69,JRASULOV
2007-12-06,69.31,JRASULOV
2007-12-07,78.88,JRASULOV
2007-12-08,43.62,JRASULOV
2007-12-09,80.88,JRASULOV
2007-12-10,88.06,JRASULOV
2007-12-11,83.44,JRASULOV
2007-12-12,81.12,JRASULOV
2007-12-13,66.44,JRASULOV
2007-12-14,49.06,JRASULOV
2007-12-15,42.25,JRASULOV
2007-12-16,54.81,JRASULOV
2007-12-17,84.19,JRASULOV
2007-12-18,89.69,JRASULOV
2007-12-19,79.31,JRASULOV
2007-12-20,54.75,JRASULOV
2007-12-21,74.94,JRASULOV
2007-12-22,65.31,JRASULOV
2007-12-23,95.25,JRASULOV
2007-12-24,70.06,JRASULOV
2007-12-25,74.0,JRASULOV
2007-12-26,71.44,JRASULOV
2007-12-27,64.56,JRASULOV
2007-12-28,58.88,JRASULOV
2007-12-29,57.81,JRASULOV
2007-12-30,48.75,JRASULOV
2007-12-31,39.62,JRASULOV
2008-01-01,35.69,JRASULOV
2008-01-02,52.06,JRASULOV
2008-01-03,73.56,JRASULOV
2008-01-04,86.12,JRASULOV
2008-01-05,83.94,JRASULOV
2008-01-06,67.69,JRASULOV
2008-01-07,78.62,JRASULOV
2008-01-08,85.0,JRASULOV
2008-01-09,64.12,JRASULOV
2008-01-10,65.06,JRASULOV
2008-01-11,64.75,JRASULOV
2008-01-12,69.62,JRASULOV
2008-01-13,88.38,JRASULOV
2008-01-14,74.0,JRASULOV
2008-01-15,63.5,JRASULOV
2008-01-16,85.62,JRASULOV
2008-01-17,86.12,JRASULOV
2008-01-18,79.5,JRASULOV
2008-01-19,85.0,JRASULOV
2008-01-20,77.12,JRASULOV
2008-01-21,70.69,JRASULOV
2008-01-22,69.5,JRASULOV
2008-01-23,61.62,JRASULOV
2008-01-24,53.81,JRASULOV
2008-01-25,52.44,JRASULOV
2008-01-26,49.5,JRASULOV
2008-01-27,43.38,JRASULOV
2008-01-28,61.69,JRASULOV
2008-01-29,71.81,JRASULOV
2008-01-30,49.94,JRASULOV
2008-01-31,37.25,JRASULOV
2008-02-01,49.12,JRASULOV
2008-02-02,63.5,JRASULOV
2008-02-03,84.25,JRASULOV
2008-02-04,84.56,JRASULOV
2008-02-05,86.44,JRASULOV
2008-02-06,78.94,JRASULOV
2008-02-07,70.62,JRASULOV
2008-02-08,68.94,JRASULOV
2008-02-09,85.69,JRASULOV
2008-02-10,72.25,JRASULOV
2008-02-11,48.69,JRASULOV
2008-02-12,41.12,JRASULOV
2008-02-13,58.69,JRASULOV
2008-02-14,86.12,JRASULOV
2008-02-15,68.75,JRASULOV
2008-02-16,63.69,JRASULOV
2008-02-17,81.44,JRASULOV
2008-02-18,49.19,JRASULOV
2008-02-19,33.31,JRASULOV
2008-02-20,61.12,JRASULOV
2008-02-21,96.12,JRASULOV
2008-02-22,70.31,JRASULOV
2008-02-23,57.56,JRASULOV
2008-02-24,47.19,JRASULOV
2008-02-25,38.81,JRASULOV
2008-02-26,50.0,JRASULOV
2008-02-27,51.44,JRASULOV
2008-02-28,71.12,JRASULOV
2008-02-29,59.38,JRASULOV
2008-03-01,75.19,JRASULOV
2008-03-02,61.81,JRASULOV
2008-03-03,62.19,JRASULOV
2008-03-04,46.06,JRASULOV
2008-03-05,75.12,JRASULOV
2008-03-06,85.25,JRASULOV
2008-03-07,71.31,JRASULOV
2008-03-08,58.31,JRASULOV
2008-03-09,64.44,JRASULOV
2008-03-10,51.69,JRASULOV
2008-03-11,41.56,JRASULOV
2008-03-12,48.12,JRASULOV
2008-03-13,54.56,JRASULOV
2008-03-14,45.0,JRASULOV
2008-03-15,41.12,JRASULOV
2008-03-16,43.5,JRASULOV
2008-03-17,59.0,JRASULOV
2008-03-18,63.81,JRASULOV
2008-03-19,40.62,JRASULOV
2008-03-20,37.56,JRASULOV
2008-03-21,36.31,JRASULOV
2008-03-22,37.12,JRASULOV
2008-03-23,38.31,JRASULOV
2008-03-24,53.19,JRASULOV
2008-03-25,45.69,JRASULOV
2008-03-26,46.88,JRASULOV
2008-03-27,48.62,JRASULOV
2008-03-28,44.38,JRASULOV
2008-03-29,45.31,JRASULOV
2008-03-30,43.12,JRASULOV
2008-03-31,33.62,JRASULOV
2008-04-01,40.31,JRASULOV
2008-04-02,39.0,JRASULOV
2008-04-03,33.25,JRASULOV
2008-04-04,55.25,JRASULOV
2008-04-05,62.69,JRASULOV
2008-04-06,55.81,JRASULOV
2008-04-07,79.31,JRASULOV
2008-04-08,62.94,JRASULOV
2008-04-09,55.0,JRASULOV
2008-04-10,65.88,JRASULOV
2008-04-11,63.44,JRASULOV
2008-04-12,51.69,JRASULOV
2008-04-13,64.75,JRASULOV
2008-04-14,69.0,JRASULOV
2008-04-15,59.75,JRASULOV
2008-04-16,49.81,JRASULOV
2008-04-17,71.88,JRASULOV
2008-04-18,48.81,JRASULOV
2008-04-19,42.19,JRASULOV
2008-04-20,40.75,JRASULOV
2008-04-21,44.88,JRASULOV
2008-04-22,72.38,JRASULOV
2008-04-23,56.88,JRASULOV
2008-04-24,49.31,JRASULOV
2008-04-25,39.44,JRASULOV
2008-04-26,31.44,JRASULOV
2008-04-27,32.75,JRASULOV
2008-04-28,38.44,JRASULOV
2008-04-29,35.56,JRASULOV
2008-04-30,39.38,JRASULOV
2008-05-01,40.81,JRASULOV
2008-05-02,36.75,JRASULOV
2008-05-03,35.06,JRASULOV
2008-05-04,61.31,JRASULOV
2008-05-05,46.69,JRASULOV
2008-05-06,38.0,JRASULOV
2008-05-07,28.62,JRASULOV
2008-05-08,24.94,JRASULOV
2008-05-09,48.19,JRASULOV
2008-05-10,35.25,JRASULOV
2008-05-11,23.56,JRASULOV
2008-05-12,34.69,JRASULOV
2008-05-13,32.06,JRASULOV
2008-05-14,32.31,JRASULOV
2008-05-15,27.0,JRASULOV
2008-05-16,56.19,JRASULOV
2008-05-17,34.94,JRASULOV
2008-05-18,23.75,JRASULOV
2008-05-19,21.69,JRASULOV
2008-05-20,22.44,JRASULOV
2008-05-21,26.69,JRASULOV
2008-05-22,37.94,JRASULOV
2008-05-23,51.0,JRASULOV
2008-05-24,50.81,JRASULOV
2008-05-25,49.94,JRASULOV
2008-05-26,53.88,JRASULOV
2008-05-27,52.81,JRASULOV
2008-05-28,45.94,JRASULOV
2008-05-29,38.69,JRASULOV
2008-05-30,35.38,JRASULOV
2008-05-31,37.56,JRASULOV
2008-06-01,45.88,JRASULOV
2008-06-02,39.75,JRASULOV
2008-06-03,30.69,JRASULOV
2008-06-04,25.19,JRASULOV
2008-06-05,24.81,JRASULOV
2008-06-06,33.88,JRASULOV
2008-06-07,28.12,JRASULOV
2008-06-08,21.56,JRASULOV
2008-06-09,17.88,JRASULOV
2008-06-10,27.56,JRASULOV
2008-06-11,19.31,JRASULOV
2008-06-12,15.75,JRASULOV
2008-06-13,12.94,JRASULOV
2008-06-14,11.38,JRASULOV
2008-06-15,14.0,JRASULOV
2008-06-16,13.56,JRASULOV
2008-06-17,16.0,JRASULOV
2008-06-18,18.12,JRASULOV
2008-06-19,18.75,JRASULOV
2008-06-20,13.56,JRASULOV
2008-06-21,16.38,JRASULOV
2008-06-22,19.81,JRASULOV
2008-06-23,23.19,JRASULOV
2008-06-24,24.12,JRASULOV
2008-06-25,33.06,JRASULOV
2008-06-26,27.25,JRASULOV
2008-06-27,23.75,JRASULOV
2008-06-28,27.56,JRASULOV
2008-06-29,23.31,JRASULOV
2008-06-30,18.25,JRASULOV
2008-07-01,15.69,JRASULOV
2008-07-02,19.81,JRASULOV
2008-07-03,27.69,JRASULOV
2008-07-04,23.06,JRASULOV
2008-07-05,19.44,JRASULOV
2008-07-06,20.06,JRASULOV
2008-07-07,24.75,JRASULOV
2008-07-08,23.56,JRASULOV
2008-07-09,21.69,JRASULOV
2008-07-10,17.81,JRASULOV
2008-07-11,14.12,JRASULOV
2008-07-12,12.62,JRASULOV
2008-07-13,16.19,JRASULOV
2008-07-14,18.06,JRASULOV
2008-07-15,21.56,JRASULOV
2008-07-16,26.0,JRASULOV
2008-07-17,31.25,JRASULOV
2008-07-18,32.12,JRASULOV
2008-07-19,33.38,JRASULOV
2008-07-20,33.44,JRASULOV
2008-07-21,29.69,JRASULOV
2008-07-22,27.19,JRASULOV
2008-07-23,31.5,JRASULOV
2008-07-24,36.06,JRASULOV
2008-07-25,33.12,JRASULOV
2008-07-26,26.12,JRASULOV
2008-07-27,20.5,JRASULOV
2008-07-28,18.12,JRASULOV
2008-07-29,16.19,JRASULOV
2008-07-30,14.0,JRASULOV
2008-07-31,13.75,JRASULOV
2008-08-01,13.19,JRASULOV
2008-08-02,14.06,JRASULOV
2008-08-03,18.0,JRASULOV
2008-08-04,22.06,JRASULOV
2008-08-05,16.0,JRASULOV
2008-08-06,11.25,JRASULOV
2008-08-07,13.88,JRASULOV
2008-08-08,16.06,JRASULOV
2008-08-09,17.81,JRASULOV
2008-08-10,27.0,JRASULOV
2008-08-11,19.62,JRASULOV
2008-08-12,12.88,JRASULOV
2008-08-13,14.62,JRASULOV
2008-08-14,15.44,JRASULOV
2008-08-15,16.44,JRASULOV
2008-08-16,23.44,JRASULOV
2008-08-17,26.69,JRASULOV
2008-08-18,24.44,JRASULOV
2008-08-19,19.44,JRASULOV
2008-08-20,16.19,JRASULOV
2008-08-21,15.81,JRASULOV
2008-08-22,14.69,JRASULOV
2008-08-23,15.0,JRASULOV
2008-08-24,19.0,JRASULOV
2008-08-25,21.56,JRASULOV
2008-08-26,21.5,JRASULOV
2008-08-27,22.06,JRASULOV
2008-08-28,20.5,JRASULOV
2008-08-29,18.62,JRASULOV
2008-08-30,22.62,JRASULOV
2008-08-31,24.62,JRASULOV
2008-09-01,21.81,JRASULOV
2008-09-02,20.0,JRASULOV
2008-09-03,29.06,JRASULOV
2008-09-04,23.5,JRASULOV
2008-09-05,19.19,JRASULOV
2008-09-06,23.62,JRASULOV
2008-09-07,19.69,JRASULOV
2008-09-08,16.62,JRASULOV
2008-09-09,13.69,JRASULOV
2008-09-10,14.62,JRASULOV
2008-09-11,15.94,JRASULOV
2008-09-12,19.25,JRASULOV
2008-09-13,20.94,JRASULOV
2008-09-14,27.69,JRASULOV
2008-09-15,24.44,JRASULOV
2008-09-16,20.75,JRASULOV
2008-09-17,27.19,JRASULOV
2008-09-18,32.44,JRASULOV
2008-09-19,36.56,JRASULOV
2008-09-20,31.62,JRASULOV
2008-09-21,25.0,JRASULOV
2008-09-22,24.56,JRASULOV
2008-09-23,19.38,JRASULOV
2008-09-24,19.94,JRASULOV
2008-09-25,17.69,JRASULOV
2008-09-26,20.56,JRASULOV
2008-09-27,36.5,JRASULOV
2008-09-28,37.56,JRASULOV
2008-09-29,29.62,JRASULOV
2008-09-30,57.75,JRASULOV
2008-10-01,50.62,JRASULOV
2008-10-02,23.12,JRASULOV
2008-10-03,27.88,JRASULOV
2008-10-04,46.81,JRASULOV
2008-10-05,44.0,JRASULOV
2008-10-06,37.81,JRASULOV
2008-10-07,34.56,JRASULOV
2008-10-08,34.25,JRASULOV
2008-10-09,28.44,JRASULOV
2008-10-10,27.94,JRASULOV
2008-10-11,51.94,JRASULOV
2008-10-12,39.31,JRASULOV
2008-10-13,57.75,JRASULOV
2008-10-14,48.81,JRASULOV
2008-10-15,42.06,JRASULOV
2008-10-16,36.62,JRASULOV
2008-10-17,24.38,JRASULOV
2008-10-18,30.25,JRASULOV
2008-10-19,59.0,JRASULOV
2008-10-20,49.31,JRASULOV
2008-10-21,37.75,JRASULOV
2008-10-22,40.81,JRASULOV
2008-10-23,37.94,JRASULOV
2008-10-24,68.25,JRASULOV
2008-10-25,51.88,JRASULOV
2008-10-26,31.94,JRASULOV
2008-10-27,41.0,JRASULOV
2008-10-28,87.56,JRASULOV
2008-10-29,81.31,JRASULOV
2008-10-30,83.62,JRASULOV
2008-10-31,77.38,JRASULOV
2008-11-01,77.44,JRASULOV
2008-11-02,70.0,JRASULOV
2008-11-03,54.75,JRASULOV
2008-11-04,33.62,JRASULOV
2008-11-05,50.5,JRASULOV
2008-11-06,70.12,JRASULOV
2008-11-07,85.06,JRASULOV
2008-11-08,92.25,JRASULOV
2008-11-09,78.44,JRASULOV
2008-11-10,72.44,JRASULOV
2008-11-11,66.62,JRASULOV
2008-11-12,68.81,JRASULOV
2008-11-13,72.81,JRASULOV
2008-11-14,74.19,JRASULOV
2008-11-15,70.69,JRASULOV
2008-11-16,67.19,JRASULOV
2008-11-17,67.75,JRASULOV
2008-11-18,55.06,JRASULOV
2008-11-19,56.62,JRASULOV
2008-11-20,47.69,JRASULOV
2008-11-21,44.0,JRASULOV
2008-11-22,60.38,JRASULOV
2008-11-23,46.38,JRASULOV
2008-11-24,52.25,JRASULOV
2008-11-25,53.0,JRASULOV
2008-11-26,44.0,JRASULOV
2008-11-27,44.06,JRASULOV
2008-11-28,38.81,JRASULOV
2008-11-29,58.38,JRASULOV
2008-11-30,56.69,JRASULOV
2008-12-01,49.69,JRASULOV
2008-12-02,50.25,JRASULOV
2008-12-03,43.69,JRASULOV
2008-12-04,54.19,JRASULOV
2008-12-05,65.06,JRASULOV
2008-12-06,54.56,JRASULOV
2008-12-07,47.12,JRASULOV
2008-12-08,61.44,JRASULOV
2008-12-09,69.69,JRASULOV
2008-12-10,55.38,JRASULOV
2008-12-11,51.0,JRASULOV
2008-12-12,37.31,JRASULOV
2008-12-13,40.19,JRASULOV
2008-12-14,75.88,JRASULOV
2008-12-15,53.94,JRASULOV
2008-12-16,85.44,JRASULOV
2008-12-17,92.19,JRASULOV
2008-12-18,87.56,JRASULOV
2008-12-19,84.19,JRASULOV
2008-12-20,85.31,JRASULOV
2008-12-21,41.19,JRASULOV
2008-12-22,70.38,JRASULOV
2008-12-23,79.69,JRASULOV
2008-12-24,65.75,JRASULOV
2008-12-25,62.06,JRASULOV
2008-12-26,52.0,JRASULOV
2008-12-27,68.0,JRASULOV
2008-12-28,84.88,JRASULOV
2008-12-29,84.0,JRASULOV
2008-12-30,61.5,JRASULOV
2008-12-31,48.44,JRASULOV
2009-01-01,47.5,JRASULOV
2009-01-02,69.12,JRASULOV
2009-01-03,89.94,JRASULOV
2009-01-04,68.69,JRASULOV
2009-01-05,50.38,JRASULOV
2009-01-06,39.81,JRASULOV
2009-01-07,41.0,JRASULOV
2009-01-08,38.5,JRASULOV
2009-01-09,40.38,JRASULOV
2009-01-10,57.56,JRASULOV
2009-01-11,57.69,JRASULOV
2009-01-12,55.69,JRASULOV
2009-01-13,77.06,JRASULOV
2009-01-14,79.31,JRASULOV
2009-01-15,57.94,JRASULOV
2009-01-16,59.56,JRASULOV
2009-01-17,71.88,JRASULOV
2009-01-18,60.94,JRASULOV
2009-01-19,51.56,JRASULOV
2009-01-20,34.19,JRASULOV
2009-01-21,43.62,JRASULOV
2009-01-22,52.69,JRASULOV
2009-01-23,59.12,JRASULOV
2009-01-24,58.19,JRASULOV
2009-01-25,50.56,JRASULOV
2009-01-26,73.88,JRASULOV
