Date,Relative Humidity (%),Temperature (C),Solar Radiation (kWh/m²),Wind Speed (m/s),Precipitation (mm),District
20030330,65.88,7.42,9.66,4.56,4.22,ISTARAVSHAN
20030330,62.12,7.75,13.91,4.56,3.84,JRASULOV
20030330,68.38,8.25,13.91,4.02,7.61,KHUJAND
20030330,68.06,8.19,14.23,2.15,0.41,KULOB
20030331,80.44,0.12,11.78,4.54,6.78,BGAFUROV
20030331,78.06,6.4,12.74,2.17,5.06,BOKHTAR
20030331,84.25,3.27,12.19,2.52,7.14,DUSHANBE
20030331,80.38,0.62,11.66,3.69,6.86,ISTARAVSHAN
20030331,80.44,0.12,11.78,4.54,6.78,JRASULOV
20030331,75.69,2.51,11.78,4.3,7.12,KHUJAND
20030331,83.5,3.46,11.36,2.73,4.59,KULOB
20030401,65.44,2.32,18.04,3.04,0.02,BGAFUROV
20030401,65.56,9.1,13.63,1.16,0.02,BOKHTAR
20030401,68.94,5.14,16.42,1.25,0.01,DUSHANBE
20030401,65.88,3.08,13.15,3.05,0.01,ISTARAVSHAN
20030401,65.44,2.32,18.04,3.04,0.02,JRASULOV
20030401,58.5,4.31,18.04,3.34,0.03,KHUJAND
20030401,70.12,5.04,11.93,1.53,0.26,KULOB
20030402,50.94,4.21,22.15,2.38,0.02,BGAFUROV
20030402,73.0,9.3,10.08,1.68,0.52,BOKHTAR
20030402,72.31,5.88,11.83,1.39,0.73,DUSHANBE
20030402,53.5,4.69,16.33,2.41,0.02,ISTARAVSHAN
20030402,50.94,4.21,22.15,2.38,0.02,JRASULOV
20030402,48.56,5.8,22.15,2.7,0.0,KHUJAND
20030402,83.25,3.87,4.24,2.22,0.33,KULOB
20030403,46.12,6.18,22.87,2.38,0.77,BGAFUROV
20030403,71.12,9.23,15.31,1.2,8.25,BOKHTAR
20030403,80.56,5.17,11.03,1.33,9.72,DUSHANBE
20030403,48.25,6.96,13.69,2.21,0.77,ISTARAVSHAN
20030403,46.12,6.18,22.87,2.38,0.77,JRASULOV
20030403,50.19,7.74,22.87,1.91,0.12,KHUJAND
20030403,80.81,3.57,13.99,1.78,7.25,KULOB
20030404,42.25,9.51,23.29,2.68,0.0,BGAFUROV
20030404,61.56,10.4,23.14,1.42,0.0,BOKHTAR
20030404,63.94,6.51,19.32,1.58,0.0,DUSHANBE
20030404,45.69,10.4,19.5,2.82,0.0,ISTARAVSHAN
20030404,42.25,9.51,23.29,2.68,0.0,JRASULOV
20030404,47.75,10.48,23.29,2.31,0.0,KHUJAND
20030404,66.81,5.32,24.31,1.83,0.0,KULOB
20030405,55.38,11.06,15.1,3.12,0.01,BGAFUROV
20030405,61.88,11.42,11.66,2.3,0.0,BOKHTAR
20030405,68.69,7.23,11.59,2.02,0.04,DUSHANBE
20030405,55.19,12.63,13.44,3.2,0.0,ISTARAVSHAN
20030405,55.38,11.06,15.1,3.12,0.01,JRASULOV
20030405,60.62,11.86,15.1,2.17,0.06,KHUJAND
20030405,63.25,7.16,9.15,2.45,0.04,KULOB
20030406,62.62,13.66,12.7,4.94,1.59,BGAFUROV
20030406,68.06,14.55,15.71,2.56,2.62,BOKHTAR
20030406,79.38,10.17,11.17,2.66,3.81,DUSHANBE
20030406,55.81,15.69,14.67,5.64,1.58,ISTARAVSHAN
20030406,62.62,13.66,12.7,4.94,1.59,JRASULOV
20030406,77.69,12.04,12.7,4.05,3.57,KHUJAND
20030406,74.75,9.36,12.57,4.21,6.75,KULOB
20030407,50.81,17.5,7.72,5.3,0.46,BGAFUROV
20030407,61.19,18.5,17.59,3.09,0.02,BOKHTAR
20030407,69.69,14.17,17.34,2.48,0.06,DUSHANBE
20030407,47.62,19.44,14.43,5.05,0.37,ISTARAVSHAN
20030407,50.81,17.5,7.72,5.3,0.46,JRASULOV
20030407,65.31,17.77,7.72,3.01,0.3,KHUJAND
20030407,64.75,13.12,18.24,2.7,0.16,KULOB
20030408,49.69,19.88,19.36,3.77,0.0,BGAFUROV
20030408,50.12,21.01,19.77,1.95,0.0,BOKHTAR
20030408,54.06,17.58,18.49,1.82,0.0,DUSHANBE
20030408,51.81,20.68,19.26,3.4,0.0,ISTARAVSHAN
20030408,49.69,19.88,19.36,3.77,0.0,JRASULOV
20030408,63.12,19.14,19.36,2.71,0.0,KHUJAND
20030408,52.19,15.76,19.46,2.5,0.0,KULOB
20030409,50.25,21.12,16.17,3.98,0.01,BGAFUROV
20030409,51.75,22.57,18.54,2.0,0.0,BOKHTAR
20030409,62.94,17.85,16.41,2.28,0.0,DUSHANBE
20030409,48.62,22.54,17.27,4.16,0.01,ISTARAVSHAN
20030409,50.25,21.12,16.17,3.98,0.01,JRASULOV
20030409,58.56,21.8,16.17,2.32,0.0,KHUJAND
20030409,56.81,16.63,17.58,2.18,0.0,KULOB
20030410,54.38,19.84,14.6,3.97,1.6,BGAFUROV
20030410,57.25,21.82,18.7,2.05,0.08,BOKHTAR
20030410,64.75,17.54,18.86,2.09,0.23,DUSHANBE
20030410,52.19,20.94,16.6,3.81,1.55,ISTARAVSHAN
20030410,54.38,19.84,14.6,3.97,1.6,JRASULOV
20030410,60.0,20.28,14.6,2.36,3.48,KHUJAND
20030410,62.0,16.25,18.0,2.81,0.28,KULOB
20030411,56.94,18.24,21.47,3.41,0.05,BGAFUROV
20030411,58.06,21.54,22.2,1.8,0.01,BOKHTAR
20030411,65.06,17.27,20.88,1.88,0.02,DUSHANBE
20030411,57.5,18.95,18.87,3.16,0.03,ISTARAVSHAN
20030411,56.94,18.24,21.47,3.41,0.05,JRASULOV
20030411,62.81,18.19,21.47,2.16,0.01,KHUJAND
20030411,63.25,16.07,22.49,2.34,0.09,KULOB
20030412,48.44,21.04,22.89,2.91,0.01,BGAFUROV
20030412,53.56,21.87,22.68,1.84,0.0,BOKHTAR
20030412,63.44,17.17,21.04,2.09,0.0,DUSHANBE
20030412,51.38,21.28,22.53,3.22,0.01,ISTARAVSHAN
20030412,48.44,21.04,22.89,2.91,0.01,JRASULOV
20030412,53.25,20.79,22.89,3.31,0.01,KHUJAND
20030412,54.75,16.67,22.55,2.38,0.0,KULOB
20030413,56.81,16.31,17.78,3.13,1.07,BGAFUROV
20030413,58.19,20.42,18.14,1.18,0.04,BOKHTAR
20030413,68.94,15.84,17.63,1.9,0.18,DUSHANBE
20030413,54.75,17.2,17.98,3.09,1.14,ISTARAVSHAN
20030413,56.81,16.31,17.78,3.13,1.07,JRASULOV
20030413,61.5,17.12,17.78,3.09,2.44,KHUJAND
20030413,63.88,15.15,15.06,2.35,0.03,KULOB
20030414,85.75,9.31,4.68,3.87,7.01,BGAFUROV
20030414,74.88,16.83,9.02,2.09,0.46,BOKHTAR
20030414,86.75,12.31,5.27,2.3,1.71,DUSHANBE
20030414,87.44,9.43,7.29,3.49,7.39,ISTARAVSHAN
20030414,85.75,9.31,4.68,3.87,7.01,JRASULOV
20030414,87.19,11.12,4.68,4.6,15.29,KHUJAND
20030414,76.12,12.23,8.39,2.65,0.47,KULOB
20030415,85.69,6.3,5.97,4.11,6.59,BGAFUROV
20030415,83.31,13.14,10.14,3.51,17.05,BOKHTAR
20030415,91.44,9.48,8.41,3.14,20.93,DUSHANBE
20030415,87.69,6.6,8.36,4.14,6.81,ISTARAVSHAN
20030415,85.69,6.3,5.97,4.11,6.59,JRASULOV
20030415,82.69,8.4,5.97,4.08,8.11,KHUJAND
20030415,84.62,8.45,10.75,3.75,13.5,KULOB
20030416,78.75,2.81,8.75,3.84,7.33,BGAFUROV
20030416,75.56,9.25,20.28,2.16,12.27,BOKHTAR
20030416,85.12,4.44,11.59,2.58,16.73,DUSHANBE
20030416,79.12,3.35,7.89,3.34,7.26,ISTARAVSHAN
20030416,78.75,2.81,8.75,3.84,7.33,JRASULOV
20030416,75.88,3.78,8.75,4.27,6.03,KHUJAND
20030416,81.25,4.03,19.89,2.68,10.84,KULOB
20030417,66.44,4.37,6.63,2.91,0.9,BGAFUROV
20030417,65.81,12.19,21.23,2.06,0.11,BOKHTAR
20030417,73.75,7.8,15.38,1.82,0.46,DUSHANBE
20030417,66.38,4.55,9.22,3.27,0.94,ISTARAVSHAN
20030417,66.44,4.37,6.63,2.91,0.9,JRASULOV
20030417,68.0,5.18,6.63,3.54,1.23,KHUJAND
20030417,65.88,9.26,20.5,1.69,0.11,KULOB
20030418,86.0,3.65,6.14,3.26,4.78,BGAFUROV
20030418,84.38,9.19,4.29,3.19,8.18,BOKHTAR
20030418,91.06,6.14,4.64,2.09,14.03,DUSHANBE
20030418,88.75,2.37,6.87,2.68,4.99,ISTARAVSHAN
20030418,86.0,3.65,6.14,3.26,4.78,JRASULOV
20030418,85.31,4.39,6.14,3.27,9.11,KHUJAND
20030418,82.44,7.46,4.39,2.71,5.8,KULOB
20030419,81.94,0.94,7.14,4.27,3.25,BGAFUROV
20030419,75.88,2.7,7.61,2.02,3.14,BOKHTAR
20030419,83.69,-0.43,6.95,2.24,4.34,DUSHANBE
20030419,77.12,2.06,7.82,3.96,3.16,ISTARAVSHAN
20030419,81.94,0.94,7.14,4.27,3.25,JRASULOV
20030419,80.75,2.93,7.14,2.98,3.69,KHUJAND
20030419,82.06,-1.09,7.71,2.36,3.14,KULOB
20030420,63.44,4.38,17.98,2.9,0.27,BGAFUROV
20030420,58.56,7.31,27.54,1.16,0.01,BOKHTAR
20030420,65.44,3.23,22.85,2.05,0.03,DUSHANBE
20030420,61.94,5.17,16.5,3.2,0.22,ISTARAVSHAN
20030420,63.44,4.38,17.98,2.9,0.27,JRASULOV
20030420,64.88,5.89,17.98,2.62,0.16,KHUJAND
20030420,62.69,3.84,26.01,1.89,0.06,KULOB
20030421,48.88,11.74,18.31,2.67,0.02,BGAFUROV
20030421,54.81,13.51,20.84,2.48,0.0,BOKHTAR
20030421,60.56,9.21,18.42,2.66,0.01,DUSHANBE
20030421,53.38,11.78,20.75,2.55,0.01,ISTARAVSHAN
20030421,48.88,11.74,18.31,2.67,0.02,JRASULOV
20030421,57.38,11.3,18.31,3.72,0.01,KHUJAND
20030421,61.12,10.65,20.0,2.39,0.04,KULOB
20030422,55.75,17.14,13.51,2.49,0.05,BGAFUROV
20030422,56.25,19.73,20.03,1.95,0.3,BOKHTAR
20030422,64.25,15.3,10.97,2.03,0.4,DUSHANBE
20030422,53.69,18.17,11.49,2.02,0.05,ISTARAVSHAN
20030422,55.75,17.14,13.51,2.49,0.05,JRASULOV
20030422,62.44,15.58,13.51,7.05,0.0,KHUJAND
20030422,56.06,15.9,21.17,2.2,0.25,KULOB
20030423,61.69,19.42,10.15,2.87,0.31,BGAFUROV
20030423,65.19,21.58,15.71,2.88,0.03,BOKHTAR
20030423,76.38,16.88,12.84,2.57,0.06,DUSHANBE
20030423,64.56,19.64,10.96,3.17,0.3,ISTARAVSHAN
20030423,61.69,19.42,10.15,2.87,0.31,JRASULOV
20030423,70.75,19.34,10.15,2.54,0.91,KHUJAND
20030423,64.94,17.65,18.08,2.58,0.03,KULOB
20030424,87.69,12.5,9.52,2.94,0.38,BGAFUROV
20030424,86.12,15.87,9.03,2.24,0.29,BOKHTAR
20030424,93.12,12.42,5.08,2.49,0.3,DUSHANBE
20030424,83.62,13.98,8.57,3.08,0.24,ISTARAVSHAN
20030424,87.69,12.5,9.52,2.94,0.38,JRASULOV
20030424,82.31,14.87,9.52,2.87,0.32,KHUJAND
20030424,77.62,11.7,6.75,1.67,0.25,KULOB
20030425,71.0,13.36,23.39,2.46,0.07,BGAFUROV
20030425,68.12,16.91,17.68,1.09,0.46,BOKHTAR
20030425,75.75,12.54,16.89,1.43,0.56,DUSHANBE
20030425,68.31,14.73,20.27,2.5,0.07,ISTARAVSHAN
20030425,71.0,13.36,23.39,2.46,0.07,JRASULOV
20030425,70.81,15.4,23.39,2.29,0.03,KHUJAND
20030425,66.62,11.98,19.47,1.74,0.38,KULOB
20030426,50.94,16.8,26.14,3.02,0.0,BGAFUROV
20030426,55.0,18.04,28.09,1.44,0.0,BOKHTAR
20030426,63.88,14.07,26.79,1.97,0.0,DUSHANBE
20030426,49.38,17.86,25.7,2.91,0.0,ISTARAVSHAN
20030426,50.94,16.8,26.14,3.02,0.0,JRASULOV
20030426,57.12,17.55,26.14,3.88,0.0,KHUJAND
20030426,57.94,13.2,27.63,2.12,0.0,KULOB
20030427,36.31,20.48,25.16,3.47,0.0,BGAFUROV
20030427,45.38,20.94,27.79,1.53,0.0,BOKHTAR
20030427,50.0,17.5,26.62,1.93,0.0,DUSHANBE
20030427,40.75,20.84,26.49,3.47,0.0,ISTARAVSHAN
20030427,36.31,20.48,25.16,3.47,0.0,JRASULOV
20030427,44.81,20.97,25.16,4.8,0.0,KHUJAND
20030427,44.5,16.14,25.93,2.43,0.0,KULOB
20030428,38.06,22.11,25.22,3.27,0.0,BGAFUROV
20030428,43.38,22.49,28.19,1.38,0.0,BOKHTAR
20030428,50.38,18.53,26.54,1.9,0.0,DUSHANBE
20030428,38.31,22.71,26.04,3.56,0.0,ISTARAVSHAN
20030428,38.06,22.11,25.22,3.27,0.0,JRASULOV
20030428,40.31,23.15,25.22,2.48,0.0,KHUJAND
20030428,45.69,17.69,27.57,2.41,0.0,KULOB
20030429,57.31,15.06,15.14,3.16,0.0,BGAFUROV
20030429,46.81,21.43,26.51,1.66,0.0,BOKHTAR
20030429,53.5,17.41,26.33,1.88,0.0,DUSHANBE
20030429,60.31,14.21,20.89,4.0,0.0,ISTARAVSHAN
20030429,57.31,15.06,15.14,3.16,0.0,JRASULOV
20030429,71.56,13.61,15.14,4.09,0.0,KHUJAND
20030429,47.25,16.96,25.67,2.2,0.0,KULOB
20030430,71.19,10.37,5.27,4.75,0.25,BGAFUROV
20030430,59.75,16.59,10.22,2.13,0.48,BOKHTAR
20030430,67.19,13.28,7.04,2.67,0.91,DUSHANBE
20030430,73.75,10.23,11.47,4.8,0.25,ISTARAVSHAN
20030430,71.19,10.37,5.27,4.75,0.25,JRASULOV
20030430,80.5,10.42,5.27,4.48,0.44,KHUJAND
20030430,59.44,13.14,8.96,2.77,0.32,KULOB
20030501,80.38,4.47,6.73,4.43,0.94,BGAFUROV
20030501,66.75,10.62,9.95,2.94,5.36,BOKHTAR
20030501,80.88,7.07,7.56,3.09,8.89,DUSHANBE
20030501,78.12,5.39,9.34,4.3,0.94,ISTARAVSHAN
20030501,80.38,4.47,6.73,4.43,0.94,JRASULOV
20030501,74.5,6.99,6.73,4.11,0.23,KHUJAND
20030501,82.06,5.35,6.12,2.79,4.08,KULOB
20030502,68.44,4.89,14.78,2.86,0.13,BGAFUROV
20030502,62.06,9.41,15.82,1.86,0.45,BOKHTAR
20030502,77.5,4.53,10.27,2.5,0.62,DUSHANBE
20030502,67.06,6.17,13.4,2.49,0.12,ISTARAVSHAN
20030502,68.44,4.89,14.78,2.86,0.13,JRASULOV
20030502,61.81,7.59,14.78,2.59,0.04,KHUJAND
20030502,72.62,3.33,9.0,2.88,0.28,KULOB
20030503,53.56,7.94,25.72,2.16,0.27,BGAFUROV
20030503,56.69,10.48,23.98,1.55,1.94,BOKHTAR
20030503,70.81,5.84,17.45,2.16,2.92,DUSHANBE
20030503,54.19,8.99,21.48,2.33,0.27,ISTARAVSHAN
20030503,53.56,7.94,25.72,2.16,0.27,JRASULOV
20030503,50.0,10.72,25.72,1.81,0.04,KHUJAND
20030503,65.81,4.24,19.07,2.2,1.75,KULOB
20030504,46.44,11.32,28.37,2.6,0.0,BGAFUROV
20030504,46.38,13.64,28.88,1.59,0.0,BOKHTAR
20030504,55.44,9.38,25.12,2.23,0.0,DUSHANBE
20030504,45.31,12.3,25.92,2.78,0.0,ISTARAVSHAN
20030504,46.44,11.32,28.37,2.6,0.0,JRASULOV
20030504,48.62,13.5,28.37,2.45,0.0,KHUJAND
20030504,53.5,7.77,28.18,1.94,0.01,KULOB
20030505,52.38,12.23,18.59,3.12,0.01,BGAFUROV
20030505,44.69,15.19,23.95,1.75,0.0,BOKHTAR
20030505,55.69,10.19,20.72,2.0,0.01,DUSHANBE
20030505,53.19,13.27,17.36,3.26,0.02,ISTARAVSHAN
20030505,52.38,12.23,18.59,3.12,0.01,JRASULOV
20030505,61.44,12.98,18.59,2.66,0.04,KHUJAND
20030505,50.88,9.29,23.97,2.12,0.0,KULOB
20030506,42.44,14.87,28.88,3.13,0.0,BGAFUROV
20030506,40.0,17.7,29.42,1.36,0.0,BOKHTAR
20030506,47.31,13.44,28.56,2.01,0.0,DUSHANBE
20030506,43.25,15.87,27.84,3.33,0.0,ISTARAVSHAN
20030506,42.44,14.87,28.88,3.13,0.0,JRASULOV
20030506,51.12,16.22,28.88,3.93,0.0,KHUJAND
20030506,47.31,11.9,28.14,2.53,0.0,KULOB
20030507,32.69,18.35,29.18,2.99,0.0,BGAFUROV
20030507,36.62,20.4,29.45,1.32,0.0,BOKHTAR
20030507,43.25,16.19,28.52,2.06,0.0,DUSHANBE
20030507,36.0,18.23,29.18,3.16,0.0,ISTARAVSHAN
20030507,32.69,18.35,29.18,2.99,0.0,JRASULOV
20030507,42.81,19.06,29.18,3.74,0.0,KHUJAND
20030507,41.81,15.14,27.38,2.26,0.0,KULOB
20030508,34.25,20.63,28.32,3.36,0.0,BGAFUROV
20030508,40.19,21.42,29.07,1.6,0.0,BOKHTAR
20030508,48.69,16.78,28.18,2.12,0.0,DUSHANBE
20030508,37.38,20.91,28.05,3.45,0.0,ISTARAVSHAN
20030508,34.25,20.63,28.32,3.36,0.0,JRASULOV
20030508,38.94,21.76,28.32,2.55,0.0,KHUJAND
20030508,40.56,16.32,27.34,2.42,0.0,KULOB
20030509,39.5,20.31,26.08,4.26,0.47,BGAFUROV
20030509,47.44,20.15,23.77,3.01,1.91,BOKHTAR
20030509,54.44,16.09,24.37,2.06,1.74,DUSHANBE
20030509,41.19,20.77,23.71,4.23,0.53,ISTARAVSHAN
20030509,39.5,20.31,26.08,4.26,0.47,JRASULOV
20030509,41.44,22.23,26.08,3.07,0.26,KHUJAND
20030509,45.25,16.09,24.25,2.41,0.71,KULOB
20030510,75.88,11.37,21.59,4.31,11.24,BGAFUROV
20030510,67.12,15.58,25.27,1.3,6.88,BOKHTAR
20030510,74.44,11.44,24.04,1.35,10.1,DUSHANBE
20030510,76.25,11.75,21.27,4.05,11.51,ISTARAVSHAN
20030510,75.88,11.37,21.59,4.31,11.24,JRASULOV
20030510,71.81,13.9,21.59,4.73,12.75,KHUJAND
20030510,68.75,11.46,22.64,1.91,9.26,KULOB
20030511,59.94,13.37,24.2,3.05,0.0,BGAFUROV
20030511,48.88,17.56,27.23,1.55,0.0,BOKHTAR
20030511,59.62,12.45,20.26,2.09,0.0,DUSHANBE
20030511,61.75,13.98,18.89,2.7,0.0,ISTARAVSHAN
20030511,59.94,13.37,24.2,3.05,0.0,JRASULOV
20030511,58.19,15.54,24.2,2.77,0.0,KHUJAND
20030511,53.5,12.64,25.4,2.16,0.05,KULOB
20030512,60.12,14.1,22.12,2.73,0.09,BGAFUROV
20030512,45.88,18.2,19.15,1.85,0.01,BOKHTAR
20030512,57.44,13.06,20.28,2.37,0.03,DUSHANBE
20030512,58.25,15.14,16.68,2.5,0.1,ISTARAVSHAN
20030512,60.12,14.1,22.12,2.73,0.09,JRASULOV
20030512,54.75,16.94,22.12,2.54,0.14,KHUJAND
20030512,56.19,12.15,18.03,2.02,0.05,KULOB
20030513,52.31,15.88,25.09,3.26,0.0,BGAFUROV
20030513,43.88,19.4,28.97,1.09,0.0,BOKHTAR
20030513,52.19,14.62,26.5,1.2,0.0,DUSHANBE
20030513,55.19,16.33,23.37,3.3,0.0,ISTARAVSHAN
20030513,52.31,15.88,25.09,3.26,0.0,JRASULOV
20030513,53.06,18.21,25.09,2.48,0.0,KHUJAND
20030513,50.94,13.39,28.16,2.05,0.0,KULOB
20030514,65.44,14.48,14.65,2.83,2.62,BGAFUROV
20030514,57.38,17.82,13.27,2.45,0.4,BOKHTAR
20030514,69.69,12.77,10.08,2.52,0.86,DUSHANBE
20030514,68.5,14.94,9.18,2.64,2.73,ISTARAVSHAN
20030514,65.44,14.48,14.65,2.83,2.62,JRASULOV
20030514,68.88,16.14,14.65,2.32,2.69,KHUJAND
20030514,61.38,12.58,11.16,1.91,0.44,KULOB
20030515,65.69,15.23,21.68,2.52,1.0,BGAFUROV
20030515,54.5,18.44,27.94,1.51,1.08,BOKHTAR
20030515,67.94,13.44,25.14,1.64,1.43,DUSHANBE
20030515,59.19,16.9,20.84,2.47,1.01,ISTARAVSHAN
20030515,65.69,15.23,21.68,2.52,1.0,JRASULOV
20030515,60.88,18.23,21.68,2.22,0.99,KHUJAND
20030515,58.06,13.25,28.04,2.27,0.82,KULOB
20030516,50.06,18.23,24.3,2.98,0.15,BGAFUROV
20030516,47.94,20.19,28.61,1.63,0.0,BOKHTAR
20030516,57.06,15.3,25.92,1.83,0.01,DUSHANBE
20030516,48.5,19.11,25.5,3.3,0.16,ISTARAVSHAN
20030516,50.06,18.23,24.3,2.98,0.15,JRASULOV
20030516,52.06,20.1,24.3,2.31,0.38,KHUJAND
20030516,49.56,14.45,28.52,2.34,0.1,KULOB
20030517,48.0,19.51,27.68,2.86,0.01,BGAFUROV
20030517,44.0,22.13,26.64,1.7,0.0,BOKHTAR
20030517,54.31,17.19,24.21,1.91,0.0,DUSHANBE
20030517,50.69,19.62,23.32,3.34,0.01,ISTARAVSHAN
20030517,48.0,19.51,27.68,2.86,0.01,JRASULOV
20030517,51.25,20.87,27.68,3.4,0.04,KHUJAND
20030517,46.69,15.98,28.25,2.32,0.0,KULOB
20030518,52.69,18.7,28.71,3.05,0.0,BGAFUROV
20030518,45.0,22.67,26.23,1.74,0.01,BOKHTAR
20030518,57.38,17.56,25.14,2.25,0.01,DUSHANBE
20030518,51.94,19.8,25.02,3.27,0.0,ISTARAVSHAN
20030518,52.69,18.7,28.71,3.05,0.0,JRASULOV
20030518,51.38,20.83,28.71,2.88,0.0,KHUJAND
20030518,47.88,16.53,28.03,2.36,0.0,KULOB
20030519,53.88,19.82,28.87,2.55,0.17,BGAFUROV
20030519,42.75,24.12,25.87,1.55,1.04,BOKHTAR
20030519,57.12,18.53,22.27,2.28,1.72,DUSHANBE
20030519,50.56,21.05,23.84,2.61,0.18,ISTARAVSHAN
20030519,53.88,19.82,28.87,2.55,0.17,JRASULOV
20030519,50.62,21.98,28.87,2.01,0.03,KHUJAND
20030519,51.56,17.48,26.42,2.09,0.72,KULOB
20030520,46.19,21.65,27.49,3.16,0.0,BGAFUROV
20030520,43.75,23.89,28.13,1.47,0.0,BOKHTAR
20030520,57.12,18.62,26.23,2.1,0.0,DUSHANBE
20030520,47.25,22.21,25.57,3.28,0.0,ISTARAVSHAN
20030520,46.19,21.65,27.49,3.16,0.0,JRASULOV
20030520,46.31,23.79,27.49,2.22,0.0,KHUJAND
20030520,50.5,17.69,29.6,2.17,0.0,KULOB
20030521,45.44,22.09,27.13,3.59,0.0,BGAFUROV
20030521,40.62,24.49,25.34,1.9,0.0,BOKHTAR
20030521,51.19,19.62,19.32,2.13,0.0,DUSHANBE
20030521,46.75,23.08,23.23,3.49,0.0,ISTARAVSHAN
20030521,45.44,22.09,27.13,3.59,0.0,JRASULOV
20030521,44.5,24.54,27.13,2.59,0.0,KHUJAND
20030521,47.25,18.25,25.01,2.47,0.0,KULOB
20030522,44.88,20.91,27.88,4.48,0.0,BGAFUROV
20030522,42.56,24.42,24.61,2.17,0.02,BOKHTAR
20030522,56.31,19.29,19.78,2.4,0.03,DUSHANBE
20030522,46.19,22.23,21.67,3.56,0.0,ISTARAVSHAN
20030522,44.88,20.91,27.88,4.48,0.0,JRASULOV
20030522,47.5,23.31,27.88,3.02,0.0,KHUJAND
20030522,49.94,17.97,23.22,2.55,0.02,KULOB
20030523,46.69,21.01,23.09,3.45,1.9,BGAFUROV
20030523,45.06,23.88,23.87,1.38,0.11,BOKHTAR
20030523,59.81,17.98,21.06,2.16,0.42,DUSHANBE
20030523,45.31,22.39,16.32,3.27,2.05,ISTARAVSHAN
20030523,46.69,21.01,23.09,3.45,1.9,JRASULOV
20030523,45.19,23.97,23.09,2.73,3.54,KHUJAND
20030523,52.0,16.9,26.64,2.43,0.07,KULOB
20030524,52.56,20.75,27.16,3.2,1.56,BGAFUROV
20030524,40.0,24.33,28.88,1.46,0.04,BOKHTAR
20030524,50.38,19.27,25.75,1.77,0.14,DUSHANBE
20030524,51.5,21.69,25.88,3.38,1.61,ISTARAVSHAN
20030524,52.56,20.75,27.16,3.2,1.56,JRASULOV
20030524,54.88,22.87,27.16,2.62,2.09,KHUJAND
20030524,44.25,18.1,28.07,2.45,0.03,KULOB
20030525,70.38,18.15,18.69,2.85,1.79,BGAFUROV
20030525,65.31,19.51,10.67,1.98,3.53,BOKHTAR
20030525,73.69,15.35,9.95,2.08,4.6,DUSHANBE
20030525,73.62,18.59,18.45,2.46,1.81,ISTARAVSHAN
20030525,70.38,18.15,18.69,2.85,1.79,JRASULOV
20030525,71.94,20.3,18.69,2.3,1.24,KHUJAND
20030525,63.94,14.94,11.07,2.34,3.02,KULOB
20030526,80.25,15.96,17.85,3.45,10.79,BGAFUROV
20030526,71.31,18.37,13.3,2.34,20.63,BOKHTAR
20030526,83.25,14.2,8.09,2.36,25.9,DUSHANBE
20030526,78.38,16.45,8.42,3.32,10.48,ISTARAVSHAN
20030526,80.25,15.96,17.85,3.45,10.79,JRASULOV
20030526,78.31,18.37,17.85,3.11,9.17,KHUJAND
20030526,75.88,14.03,15.96,2.82,17.93,KULOB
20030527,72.25,14.36,21.2,2.81,0.8,BGAFUROV
20030527,68.31,16.34,17.73,1.95,0.3,BOKHTAR
20030527,78.38,11.8,14.36,2.2,0.24,DUSHANBE
20030527,73.69,14.8,16.07,2.84,0.74,ISTARAVSHAN
20030527,72.25,14.36,21.2,2.81,0.8,JRASULOV
20030527,65.62,17.33,21.2,2.55,1.1,KHUJAND
20030527,66.44,12.0,17.19,2.2,1.75,KULOB
20030528,57.12,17.32,28.36,2.81,0.13,BGAFUROV
20030528,52.56,19.3,30.54,0.97,0.0,BOKHTAR
20030528,65.5,14.37,27.91,1.7,0.0,DUSHANBE
20030528,56.62,18.28,25.11,2.95,0.1,ISTARAVSHAN
20030528,57.12,17.32,28.36,2.81,0.13,JRASULOV
20030528,55.12,19.8,28.36,2.57,0.11,KHUJAND
20030528,57.31,14.05,30.52,2.09,0.01,KULOB
20030529,51.69,19.3,24.9,3.13,1.49,BGAFUROV
20030529,48.25,21.01,27.25,2.21,0.01,BOKHTAR
20030529,60.19,15.53,23.28,1.95,0.05,DUSHANBE
20030529,50.38,20.95,18.71,3.55,1.45,ISTARAVSHAN
20030529,51.69,19.3,24.9,3.13,1.49,JRASULOV
20030529,51.31,21.91,24.9,3.05,2.1,KHUJAND
20030529,49.81,15.87,23.92,1.84,0.01,KULOB
20030530,42.62,21.33,27.93,3.73,0.0,BGAFUROV
20030530,45.0,23.73,25.52,2.8,0.0,BOKHTAR
20030530,53.0,18.87,23.87,2.4,0.0,DUSHANBE
20030530,46.31,21.65,26.86,3.9,0.0,ISTARAVSHAN
20030530,42.62,21.33,27.93,3.73,0.0,JRASULOV
20030530,45.81,23.15,27.93,3.74,0.0,KHUJAND
20030530,45.81,19.35,26.19,2.52,0.0,KULOB
20030531,60.31,20.87,15.25,3.54,0.67,BGAFUROV
20030531,44.31,26.01,16.64,3.03,0.43,BOKHTAR
20030531,55.25,21.11,10.89,3.4,0.83,DUSHANBE
20030531,59.25,21.76,12.1,3.52,0.7,ISTARAVSHAN
20030531,60.31,20.87,15.25,3.54,0.67,JRASULOV
20030531,59.38,22.08,15.25,2.97,0.85,KHUJAND
20030531,47.31,20.94,14.44,2.77,0.42,KULOB
20030601,52.31,23.67,26.55,2.75,0.29,BGAFUROV
